##
## Configuration for Draw.io CSV Import
#
# label: %name%<br><i style="color:gray;">%summary%</i><br><small>Updated: %upload_time%<br>Depth: %depth%</small>
# style: shape=rectangle;html=1;whiteSpace=wrap;rounded=1;fillColor=%color%;strokeColor=#000000;strokeWidth=1;fontColor=#000000;
# connect: {"from": "target_node", "to": "source_name", "style":"endArrow=classic;endFill=1;html=1;fontSize=10;"}
# identity: pythonpackage_id
# namespace: csvimport-
# layout: auto
# nodespacing: 30
# edgespacing: 40
#
## ---- CSV starts below ----
pythonpackage_id,name,summary,upload_time,depth,color,source_name,target_node
dbt-semantic-interfaces,dbt-semantic-interfaces,The shared semantic layer definitions that dbt-core and MetricFlow use,2024-12-03T04:25:33,1,#33C1FF,dbt-semantic-interfaces,more-itertools
dbt-semantic-interfaces,dbt-semantic-interfaces,The shared semantic layer definitions that dbt-core and MetricFlow use,2024-12-03T04:25:33,1,#33C1FF,dbt-semantic-interfaces,pydantic
pydantic,pydantic,Data validation using Python type hints,2024-09-17T15:59:51,2,#33FF57,pydantic,annotated-types
pydantic,pydantic,Data validation using Python type hints,2024-09-17T15:59:51,2,#33FF57,pydantic,pydantic-core
pydantic,pydantic,Data validation using Python type hints,2024-09-17T15:59:51,2,#33FF57,pydantic,typing-inspection
pydantic,pydantic,Data validation using Python type hints,2024-09-17T15:59:51,2,#33FF57,pydantic,email-validator
email-validator,email-validator,A robust email address syntax and deliverability validation library.,2024-06-20T11:30:28,3,#FF33A8,email-validator,dnspython
dbt-semantic-interfaces,dbt-semantic-interfaces,The shared semantic layer definitions that dbt-core and MetricFlow use,2024-12-03T04:25:33,1,#33C1FF,dbt-semantic-interfaces,pyyaml
dbt-core,dbt-core,"With dbt, data analysts and engineers can build analytics the way engineers build applications.",2025-05-30T17:19:50,0,#FF5733,dbt-core,dbt-common
dbt-common,dbt-common,The shared common utilities that dbt-core and adapter implementations use,2025-05-19T14:34:49,1,#33C1FF,dbt-common,dbt-protos
dbt-common,dbt-common,The shared common utilities that dbt-core and adapter implementations use,2025-05-19T14:34:49,1,#33C1FF,dbt-common,deepdiff
deepdiff,deepdiff,Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.,2025-05-09T18:44:07,2,#33FF57,deepdiff,orjson
deepdiff,deepdiff,Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.,2025-05-09T18:44:07,2,#33FF57,deepdiff,tomli
deepdiff,deepdiff,Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.,2025-05-09T18:44:07,2,#33FF57,deepdiff,tomli-w
deepdiff,deepdiff,Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.,2025-05-09T18:44:07,2,#33FF57,deepdiff,polars
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,polars-cloud
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,fastexcel
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,xlsx2csv
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,connectorx
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,deltalake
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,pyiceberg
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,gevent
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,cloudpickle
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,great-tables
polars,polars,Blazingly fast DataFrame library,2024-10-01T19:53:08,3,#FF33A8,polars,cudf-polars-cu12
deepdiff,deepdiff,Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.,2025-05-09T18:44:07,2,#33FF57,deepdiff,sphinx-sitemap
deepdiff,deepdiff,Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.,2025-05-09T18:44:07,2,#33FF57,deepdiff,sphinxemoji
deepdiff,deepdiff,Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.,2025-05-09T18:44:07,2,#33FF57,deepdiff,flake8-pyproject
deepdiff,deepdiff,Deep Difference and Search of any Python object/data. Recreate objects by adding adding deltas to each other.,2025-05-09T18:44:07,2,#33FF57,deepdiff,python-dotenv
dbt-common,dbt-common,The shared common utilities that dbt-core and adapter implementations use,2025-05-19T14:34:49,1,#33C1FF,dbt-common,isodate
dbt-core,dbt-core,"With dbt, data analysts and engineers can build analytics the way engineers build applications.",2025-05-30T17:19:50,0,#FF5733,dbt-core,dbt-adapters
dbt-core,dbt-core,"With dbt, data analysts and engineers can build analytics the way engineers build applications.",2025-05-30T17:19:50,0,#FF5733,dbt-core,daff
